t,ax,ay,az,scr
5.87,-0.4402728,-0.5407272,-0.373957199999999,0
5.88,-0.4582251,-0.5520087,-0.377194500000001,0
5.90000000000001,-0.4853988,-0.5703534,-0.337464,0
5.91,-0.50031,-0.5864418,-0.290376000000001,0
5.93000000000001,-0.5043321,-0.5780052,-0.289493099999999,0
5.95000000000002,-0.5053131,-0.5678028,-0.319806,0
5.97,-0.5096295,-0.5736888,-0.339720299999999,0
5.98000000000002,-0.5073732,-0.5802615,-0.3720933,0
6,-0.5068827,-0.5932107,-0.396912599999999,0
6.01000000000002,-0.5266989,-0.6040998,-0.381216599999999,0
6.04000000000002,-0.5445531,-0.6068466,-0.3304989,0
6.05000000000001,-0.5455341,-0.5977233,-0.299008800000001,0
6.06,-0.5024682,-0.5795748,-0.3182364,0
6.09,-0.4570479,-0.5590719,-0.354337199999999,0
6.10000000000002,-0.4282065,-0.5565213,-0.378273599999999,0
6.11000000000001,-0.4338963,-0.5554422,-0.3864159,0
6.13,-0.4606776,-0.5489676,-0.393773400000001,0
6.15000000000001,-0.487557,-0.5468094,-0.3896532,0
6.16,-0.5038416,-0.5357241,-0.391811400000001,0
6.18000000000001,-0.4989366,-0.5172813,-0.376802100000001,0
6.20000000000002,-0.4715667,-0.4901076,-0.3477645,0
6.21000000000001,-0.459108,-0.4584213,-0.3577707,0
6.23000000000002,-0.4634244,-0.4524372,-0.401228999999999,0
6.24000000000001,-0.4902057,-0.4540068,-0.4352697,0
6.26000000000002,-0.5053131,-0.4633263,-0.421731900000001,0
6.27000000000001,-0.5073732,-0.4778451,-0.357672599999999,0
6.29000000000002,-0.4859874,-0.4827501,-0.312939,0
6.31,-0.4507695,-0.4698009,-0.3307932,0
6.33000000000001,-0.4353678,-0.4471398,-0.3670902,0
6.34,-0.4455702,-0.423792,-0.3847482,0
6.35000000000002,-0.4645035,-0.4013271,-0.395244899999999,0
6.38,-0.4753926,-0.396324,-0.3814128,0
6.39000000000002,-0.4801995,-0.4075074,-0.3431538,0
6.40000000000001,-0.4802976,-0.4212414,-0.3214737,0
6.42000000000002,-0.4714686,-0.4234977,-0.336581100000001,0
6.44,-0.4646997,-0.4121181,-0.3650301,0
6.46000000000001,-0.4635225,-0.3843558,-0.370818000000001,0
6.47,-0.4676427,-0.3540429,-0.3398184,0
6.48000000000002,-0.4799052,-0.3350115,-0.325005300000001,0
6.51000000000002,-0.4820634,-0.3363849,-0.3524733,0
6.52000000000001,-0.4805919,-0.3534543,-0.3836691,0
6.53,-0.4812786,-0.3729762,-0.379156500000001,0
6.54000000000002,-0.4894209,-0.3749382,-0.3471759,0
6.57000000000002,-0.495405,-0.3597327,-0.314410499999999,0
6.58000000000001,-0.4920696,-0.3339324,-0.3008727,0
6.59,-0.4820634,-0.3004803,-0.3121542,0
6.61000000000001,-0.4750983,-0.2716389,-0.322062299999999,0
6.63,-0.472842,-0.2622213,-0.341682299999999,0
6.64000000000002,-0.4681332,-0.2601612,-0.374840100000001,0
6.66,-0.4525353,-0.266832,-0.391419,0
6.68000000000001,-0.4352697,-0.2810565,-0.361302299999999,0
6.70000000000002,-0.4261464,-0.2961639,-0.312350400000001,0
6.71000000000001,-0.4087827,-0.2999898,-0.272718,0
6.72,-0.3828843,-0.2837052,-0.2890026,0
6.74000000000001,-0.3740553,-0.268794,-0.362675699999999,0
6.76000000000002,-0.3648339,-0.2630061,-0.395146800000001,0
6.78,-0.3562992,-0.265851,-0.390536099999999,0
6.79000000000002,-0.3417804,-0.2643795,-0.398187899999999,0
6.81,-0.3044043,-0.2525094,-0.3986784,0
6.82000000000002,-0.2515284,-0.2401488,-0.3787641,0
6.84,-0.1723617,-0.2265129,-0.350609400000001,0
6.86000000000001,-0.0789705,-0.2227851,-0.338052599999999,0
6.87,0.00249391782,-0.226611,-0.371602799999999,0
6.89000000000002,0.0414963,-0.240345,-0.4252635,0
6.91,0.0410058,-0.2620251,-0.454693499999999,0
6.92000000000002,0.0229554,-0.2799774,-0.4448835,0
6.93000000000001,0.0217782,-0.2768382,-0.431738100000001,0
6.96000000000001,0.0524835,-0.2615346,-0.406722600000001,0
6.97,0.1040841,-0.2508417,-0.3673845,0
6.98000000000002,0.1650042,-0.2477025,-0.337267800000001,0
7.01000000000002,0.2135637,-0.2516265,-0.372191400000001,0
7.02000000000001,0.2380887,-0.2681073,-0.443706300000001,0
7.03,0.2505474,-0.2965563,-0.480003299999999,0
7.05000000000001,0.2714427,-0.3040119,-0.455380199999999,0
7.06,0.2920437,-0.3018537,-0.4032891,0
7.08000000000001,0.2994012,-0.2976354,-0.376507800000001,0
7.10000000000002,0.3044043,-0.2910627,-0.392792400000001,0
7.11000000000001,0.303129,-0.2744838,-0.413099100000001,0
7.14000000000002,0.28449,-0.2593764,-0.426342600000001,0
7.15000000000001,0.251136,-0.2526075,-0.428500799999999,0
7.16,0.2273958,-0.2661453,-0.4089789,0
7.17000000000002,0.2095416,-0.2847843,-0.380235599999999,0
7.20000000000002,0.1977696,-0.2929266,-0.360321299999999,0
7.21000000000001,0.1948266,-0.2996955,-0.360321299999999,0
7.22,0.1884501,-0.2988126,-0.3939696,0
7.25,0.1798173,-0.2949867,-0.412216199999999,0
7.26000000000002,0.1593144,-0.293319,-0.3857292,0
7.27000000000001,0.1095777,-0.2956734,-0.359536500000001,0
7.30000000000001,0.053955,-0.2924361,-0.369248399999999,0
7.31,-0.00425907036,-0.2849805,-0.381216599999999,0
7.32000000000002,-0.0724959,-0.269775,-0.351001799999999,0
7.34,-0.1290015,-0.2474082,-0.3068568,0
7.35000000000002,-0.1551942,-0.2181744,-0.324710999999999,0
7.37,-0.1508778,-0.1954152,-0.4056435,0
7.39000000000002,-0.1458747,-0.1777572,-0.446453099999999,0
7.40000000000001,-0.1754028,-0.1763838,-0.419377500000001,0
7.42000000000002,-0.2278863,-0.1850166,-0.359242200000001,0
7.43000000000001,-0.2625156,-0.1962,-0.3155877,0
7.45000000000002,-0.2627118,-0.1970829,-0.2983221,0
7.47,-0.2405412,-0.1990449,-0.2866482,0
7.48000000000002,-0.2225889,-0.2007126,-0.2696769,0
7.5,-0.2243547,-0.1889406,-0.287040600000001,0
7.52000000000001,-0.2407374,-0.1665738,-0.339327899999999,0
7.53,-0.2633004,-0.1463652,-0.3916152,0
